Date,Open,High,Low,Close,Adj Close,Volume,FedRate,CPI,Confirmed,Deaths,Active,Ticker
2023-07-27,268.30999755859375,269.1300048828125,255.3000030517578,255.7100067138672,255.7100067138672,103697300.0,5.33,304.628,103802702.0,1123836.0,102678866.0,TSLA
2023-07-28,259.8599853515625,267.25,258.2300109863281,266.44000244140625,266.44000244140625,111446000.0,5.33,304.628,103802702.0,1123836.0,102678866.0,TSLA
2023-07-29,259.8599853515625,267.25,258.2300109863281,266.44000244140625,266.44000244140625,111446000.0,5.33,304.628,103802702.0,1123836.0,102678866.0,TSLA
2023-07-30,259.8599853515625,267.25,258.2300109863281,266.44000244140625,266.44000244140625,111446000.0,5.33,304.628,103802702.0,1123836.0,102678866.0,TSLA
2023-07-31,267.4800109863281,269.0799865722656,263.7799987792969,267.42999267578125,267.42999267578125,84582200.0,5.33,304.628,103802702.0,1123836.0,102678866.0,TSLA
2023-08-01,266.260009765625,266.4700012207031,260.25,261.07000732421875,261.07000732421875,83166000.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-02,255.57000732421875,259.5199890136719,250.49000549316406,254.11000061035156,254.11000061035156,101752900.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-03,252.0399932861328,260.489990234375,252.0,259.32000732421875,259.32000732421875,97569100.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-04,260.9700012207031,264.7699890136719,253.11000061035156,253.86000061035156,253.86000061035156,99242600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-05,260.9700012207031,264.7699890136719,253.11000061035156,253.86000061035156,253.86000061035156,99242600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-06,260.9700012207031,264.7699890136719,253.11000061035156,253.86000061035156,253.86000061035156,99242600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-07,251.4499969482422,253.64999389648438,242.75999450683594,251.4499969482422,251.4499969482422,111097900.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-08,247.4499969482422,250.9199981689453,245.00999450683594,249.6999969482422,249.6999969482422,96642200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-09,250.8699951171875,251.10000610351562,241.89999389648438,242.19000244140625,242.19000244140625,101596300.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-10,245.39999389648438,251.8000030517578,243.0,245.33999633789062,245.33999633789062,109498600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-11,241.77000427246094,243.7899932861328,238.02000427246094,242.64999389648438,242.64999389648438,98866600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-12,241.77000427246094,243.7899932861328,238.02000427246094,242.64999389648438,242.64999389648438,98866600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-13,241.77000427246094,243.7899932861328,238.02000427246094,242.64999389648438,242.64999389648438,98866600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-14,235.6999969482422,240.66000366210938,233.75,239.75999450683594,239.75999450683594,98595300.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-15,238.72999572753906,240.5,232.61000061035156,232.9600067138672,232.9600067138672,88197600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-16,228.02000427246094,233.97000122070312,225.3800048828125,225.60000610351562,225.60000610351562,112484500.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-17,226.05999755859375,226.74000549316406,218.8300018310547,219.22000122070312,219.22000122070312,120718400.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-18,214.1199951171875,217.5800018310547,212.36000061035156,215.49000549316406,215.49000549316406,135813700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-19,214.1199951171875,217.5800018310547,212.36000061035156,215.49000549316406,215.49000549316406,135813700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-20,214.1199951171875,217.5800018310547,212.36000061035156,215.49000549316406,215.49000549316406,135813700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-21,221.5500030517578,232.1300048828125,220.5800018310547,231.27999877929688,231.27999877929688,135702700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-22,240.25,240.82000732421875,229.5500030517578,233.19000244140625,233.19000244140625,130597900.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-23,229.33999633789062,238.97999572753906,229.2899932861328,236.86000061035156,236.86000061035156,101077600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-24,238.66000366210938,238.9199981689453,228.17999267578125,230.0399932861328,230.0399932861328,99777400.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-25,231.30999755859375,239.0,230.35000610351562,238.58999633789062,238.58999633789062,106612200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-26,231.30999755859375,239.0,230.35000610351562,238.58999633789062,238.58999633789062,106612200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-27,231.30999755859375,239.0,230.35000610351562,238.58999633789062,238.58999633789062,106612200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-28,242.5800018310547,244.3800048828125,235.35000610351562,238.82000732421875,238.82000732421875,107673700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-29,238.5800018310547,257.4800109863281,237.77000427246094,257.17999267578125,257.17999267578125,134047600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-30,254.1999969482422,260.510009765625,250.58999633789062,256.8999938964844,256.8999938964844,121988400.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-08-31,255.97999572753906,261.17999267578125,255.0500030517578,258.0799865722656,258.0799865722656,108861700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,TSLA
2023-09-01,257.260009765625,259.0799865722656,242.00999450683594,245.00999450683594,245.00999450683594,132272500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-02,257.260009765625,259.0799865722656,242.00999450683594,245.00999450683594,245.00999450683594,132272500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-03,257.260009765625,259.0799865722656,242.00999450683594,245.00999450683594,245.00999450683594,132272500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-04,257.260009765625,259.0799865722656,242.00999450683594,245.00999450683594,245.00999450683594,132272500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-05,245.0,258.0,244.86000061035156,256.489990234375,256.489990234375,129469600.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-06,255.13999938964844,255.38999938964844,245.05999755859375,251.9199981689453,251.9199981689453,116959800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-07,245.07000732421875,252.80999755859375,243.27000427246094,251.49000549316406,251.49000549316406,115312900.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-08,251.22000122070312,256.5199890136719,246.6699981689453,248.5,248.5,118367700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-09,251.22000122070312,256.5199890136719,246.6699981689453,248.5,248.5,118367700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-10,251.22000122070312,256.5199890136719,246.6699981689453,248.5,248.5,118367700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-11,264.2699890136719,274.8500061035156,260.6099853515625,273.5799865722656,273.5799865722656,174667900.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-12,270.760009765625,278.3900146484375,266.6000061035156,267.4800109863281,267.4800109863281,135999900.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-13,270.07000732421875,274.9800109863281,268.1000061035156,271.29998779296875,271.29998779296875,111673700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-14,271.32000732421875,276.7099914550781,270.4200134277344,276.0400085449219,276.0400085449219,107709800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-15,277.54998779296875,278.9800109863281,271.0,274.3900146484375,274.3900146484375,133422800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-16,277.54998779296875,278.9800109863281,271.0,274.3900146484375,274.3900146484375,133422800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-17,277.54998779296875,278.9800109863281,271.0,274.3900146484375,274.3900146484375,133422800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-18,271.1600036621094,271.44000244140625,263.760009765625,265.2799987792969,265.2799987792969,101543300.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-19,264.3500061035156,267.8500061035156,261.20001220703125,266.5,266.5,103704000.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-20,267.0400085449219,273.92999267578125,262.4599914550781,262.5899963378906,262.5899963378906,122514600.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-21,257.8500061035156,260.8599853515625,254.2100067138672,255.6999969482422,255.6999969482422,119531000.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-22,257.3999938964844,257.7900085449219,244.47999572753906,244.8800048828125,244.8800048828125,127524100.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-23,257.3999938964844,257.7900085449219,244.47999572753906,244.8800048828125,244.8800048828125,127524100.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-24,257.3999938964844,257.7900085449219,244.47999572753906,244.8800048828125,244.8800048828125,127524100.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-25,243.3800048828125,247.10000610351562,238.30999755859375,246.99000549316406,246.99000549316406,104636600.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-26,242.97999572753906,249.5500030517578,241.66000366210938,244.1199951171875,244.1199951171875,101993600.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-27,244.25999450683594,245.3300018310547,234.5800018310547,240.5,240.5,136597200.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-28,240.02000427246094,247.5500030517578,238.64999389648438,246.3800048828125,246.3800048828125,117058900.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-29,250.0,254.77000427246094,246.35000610351562,250.22000122070312,250.22000122070312,128346200.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-09-30,250.0,254.77000427246094,246.35000610351562,250.22000122070312,250.22000122070312,128346200.0,5.33,307.288,103802702.0,1123836.0,102678866.0,TSLA
2023-10-01,250.0,254.77000427246094,246.35000610351562,250.22000122070312,250.22000122070312,128346200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-02,244.80999755859375,254.27999877929688,242.6199951171875,251.60000610351562,251.60000610351562,123810400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-03,248.61000061035156,250.02000427246094,244.4499969482422,246.52999877929688,246.52999877929688,101985300.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-04,248.13999938964844,261.8599853515625,247.60000610351562,261.1600036621094,261.1600036621094,129721600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-05,260.0,263.6000061035156,256.25,260.04998779296875,260.04998779296875,119159200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-06,253.97999572753906,261.6499938964844,250.64999389648438,260.5299987792969,260.5299987792969,117947000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-07,253.97999572753906,261.6499938964844,250.64999389648438,260.5299987792969,260.5299987792969,117947000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-08,253.97999572753906,261.6499938964844,250.64999389648438,260.5299987792969,260.5299987792969,117947000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-09,255.30999755859375,261.3599853515625,252.0500030517578,259.6700134277344,259.6700134277344,101377900.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-10,257.75,268.94000244140625,257.6499938964844,263.6199951171875,263.6199951171875,122656000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-11,266.20001220703125,268.6000061035156,260.8999938964844,262.989990234375,262.989990234375,103706300.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-12,262.9200134277344,265.4100036621094,256.6300048828125,258.8699951171875,258.8699951171875,111508100.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-13,258.8999938964844,259.6000061035156,250.22000122070312,251.1199951171875,251.1199951171875,102073800.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-14,258.8999938964844,259.6000061035156,250.22000122070312,251.1199951171875,251.1199951171875,102073800.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-15,258.8999938964844,259.6000061035156,250.22000122070312,251.1199951171875,251.1199951171875,102073800.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-16,250.0500030517578,255.39999389648438,248.47999572753906,253.9199981689453,253.9199981689453,88917200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-17,250.10000610351562,257.17999267578125,247.0800018310547,254.85000610351562,254.85000610351562,93562900.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-18,252.6999969482422,254.6300048828125,242.0800018310547,242.67999267578125,242.67999267578125,125147800.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-19,225.9499969482422,230.61000061035156,216.77999877929688,220.11000061035156,220.11000061035156,170772700.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-20,217.00999450683594,218.86000061035156,210.4199981689453,211.99000549316406,211.99000549316406,137734000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-21,217.00999450683594,218.86000061035156,210.4199981689453,211.99000549316406,211.99000549316406,137734000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-22,217.00999450683594,218.86000061035156,210.4199981689453,211.99000549316406,211.99000549316406,137734000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-23,210.0,216.97999572753906,202.50999450683594,212.0800018310547,212.0800018310547,150683400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-24,216.5,222.0500030517578,214.11000061035156,216.52000427246094,216.52000427246094,118231100.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-25,215.8800048828125,220.10000610351562,212.1999969482422,212.4199981689453,212.4199981689453,107065100.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-26,211.32000732421875,214.8000030517578,204.8800048828125,205.75999450683594,205.75999450683594,115112600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-27,210.60000610351562,212.41000366210938,205.77000427246094,207.3000030517578,207.3000030517578,94881200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-28,210.60000610351562,212.41000366210938,205.77000427246094,207.3000030517578,207.3000030517578,94881200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-29,210.60000610351562,212.41000366210938,205.77000427246094,207.3000030517578,207.3000030517578,94881200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-30,209.27999877929688,210.8800048828125,194.6699981689453,197.36000061035156,197.36000061035156,136448200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-10-31,196.1199951171875,202.8000030517578,194.07000732421875,200.83999633789062,200.83999633789062,118068300.0,5.33,307.531,103802702.0,1123836.0,102678866.0,TSLA
2023-11-01,204.0399932861328,205.99000549316406,197.85000610351562,205.66000366210938,205.66000366210938,121661700.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-02,212.97000122070312,219.1999969482422,211.4499969482422,218.50999450683594,218.50999450683594,125987600.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-03,221.14999389648438,226.3699951171875,218.39999389648438,219.9600067138672,219.9600067138672,119281000.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-04,221.14999389648438,226.3699951171875,218.39999389648438,219.9600067138672,219.9600067138672,119281000.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-05,221.14999389648438,226.3699951171875,218.39999389648438,219.9600067138672,219.9600067138672,119281000.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-06,223.97999572753906,226.32000732421875,215.0,219.27000427246094,219.27000427246094,117335800.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-07,219.97999572753906,223.1199951171875,215.72000122070312,222.17999267578125,222.17999267578125,116900100.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-08,223.14999389648438,224.14999389648438,217.63999938964844,222.11000061035156,222.11000061035156,106584800.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-09,219.75,220.8000030517578,206.67999267578125,209.97999572753906,209.97999572753906,142110500.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
2023-11-10,210.02999877929688,215.3800048828125,205.69000244140625,214.64999389648438,214.64999389648438,130994000.0,5.33,308.024,103802702.0,1123836.0,102678866.0,TSLA
